WorkOrderID,EquipmentID,EquipmentName,MaintenanceDate,MaintenanceType,FailureMode,RootCause,ActionTaken,SparePartsUsed,Technician,Downtime_Hours,Cost_INR,Priority,Status,Comments
WO-00375,BC001,Belt Conveyor,2024-04-23,Predictive,Idler Jam,Bearing Failure,Replace Idler Roller,Carrying Idler,Mahesh,37,180624,Medium,Completed,Job closed as per standard checklist
WO-00376,RK001,Rotary Kiln,2023-04-05,Predictive,Support Roller Wear,Uneven Load,Regrind Support Roller,—,Kiran,20,490831,Critical,In Progress,Job closed as per standard checklist
WO-00377,ENG001,Cummins Engine,2023-09-09,Routine,Battery Failure,Low Voltage,Replace Battery Bank,Battery 12V 200Ah,Rahul,30,208875,Critical,In Progress,Awaiting spare parts
WO-00378,AC001,Air Compressor,2024-07-23,Preventive,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Suresh,21,122838,High,Deferred,Awaiting spare parts
WO-00379,ENG001,Cummins Engine,2023-10-05,Routine,Engine Overheating,Coolant Issue,Replace Coolant & Thermostat,Thermostat 71°C,Kiran,1,404284,Critical,In Progress,Job closed as per standard checklist
WO-00380,BC001,Belt Conveyor,2024-04-05,Emergency,Belt Misalignment,Roller Issue,Adjust Rollers & Training Idlers,Training Idler,Rahul,34,177710,Low,In Progress,Awaiting spare parts
WO-00381,JC001,Jaw Crusher,2023-04-22,Corrective,Jaw Plate Wear,Abrasion,Replace Fixed & Swing Jaw Plates,Manganese Jaw Plate Set,Rahul,27,474244,Low,Completed,Job closed as per standard checklist
WO-00382,BM001,Ball Mill,2024-02-24,Routine,Motor Overheating,Cooling Fan Failure,Clean Cooling System & Replace Fan,Cooling Fan Assembly,Ajay,6,108012,Low,Pending,Job closed as per standard checklist
WO-00383,BM001,Ball Mill,2023-01-09,Emergency,Shell Liner Damage,Material Erosion,Replace Affected Liner Plates,Lifter Liner Plates,Ajay,22,83759,Critical,Pending,Job closed as per standard checklist
WO-00384,JC001,Jaw Crusher,2024-12-13,Predictive,Toggle Plate Breakage,Overload,Replace Toggle Plate,Toggle Plate,Kiran,43,335267,Critical,Completed,Job closed as per standard checklist
WO-00385,JC001,Jaw Crusher,2023-03-24,Preventive,Jaw Plate Wear,Abrasion,Replace Fixed & Swing Jaw Plates,Manganese Jaw Plate Set,Kiran,10,169164,High,Completed,Job closed as per standard checklist
WO-00386,BE001,Bucket Elevator,2023-04-05,Corrective,Sprocket Wear,Chain Misalignment,Replace Drive Sprocket,Sprocket Z=12,Mahesh,16,247552,High,In Progress,Awaiting spare parts
WO-00387,PU001,Centrifugal Pump,2023-05-27,Corrective,Seal Leakage,Seal Wear,Replace Mechanical Seal,Mechanical Seal Type-21,Ajay,38,230098,Critical,In Progress,Awaiting spare parts
WO-00388,AC001,Air Compressor,2023-12-25,Predictive,Air Filter Clog,Dust Load,Replace Air Filter,Air Filter Element,Rahul,25,65928,High,Completed,Job closed as per standard checklist
WO-00389,VRM001,Vertical Roller Mill,2024-01-21,Corrective,Separator Failure,Belt Slack,Replace Separator Belt,Separator Drive Belt,Anil,11,169544,Critical,In Progress,Job closed as per standard checklist
WO-00390,VRM001,Vertical Roller Mill,2023-04-24,Preventive,Hydraulic Pressure Drop,Hydraulic Leak,Repair Hydraulic System & Replace Hose,Hydraulic Hose 1/2 inch,Priya,28,24617,Low,Deferred,Job closed as per standard checklist
WO-00391,ENG001,Cummins Engine,2023-03-07,Predictive,Oil Pressure Drop,Oil Pump Wear,Replace Oil Pump & Filter,Oil Filter LF9001,Suresh,39,144547,Low,Pending,Job closed as per standard checklist
WO-00392,BM001,Ball Mill,2023-12-07,Routine,Grinding Media Wear,Excessive Operation,Replace Grinding Media (3.5 Tons),High Chrome Grinding Balls,Suresh,46,233819,Medium,Deferred,Job closed as per standard checklist
WO-00393,BE001,Bucket Elevator,2023-04-12,Corrective,Motor Overheating,Cooling Issue,Service Motor & Clean Vent,—,Priya,19,487768,Low,Pending,Job closed as per standard checklist
WO-00394,JC001,Jaw Crusher,2023-01-01,Preventive,Toggle Plate Breakage,Overload,Replace Toggle Plate,Toggle Plate,Priya,33,390743,Low,In Progress,Job closed as per standard checklist
WO-00395,BM001,Ball Mill,2024-10-25,Predictive,Shell Liner Damage,Material Erosion,Replace Affected Liner Plates,Lifter Liner Plates,Priya,20,42464,High,Completed,Job closed as per standard checklist
WO-00396,ENG001,Cummins Engine,2023-11-03,Predictive,Engine Overheating,Coolant Issue,Replace Coolant & Thermostat,Thermostat 71°C,Kiran,46,95945,Critical,Deferred,Job closed as per standard checklist
WO-00397,JC001,Jaw Crusher,2024-09-09,Emergency,Flywheel Misalignment,Belt Wear,Replace V-Belts,V-Belt C-180,Ajay,38,289378,Low,Pending,Awaiting spare parts
WO-00398,PU001,Centrifugal Pump,2023-10-15,Corrective,Bearing Noise,Bearing Wear,Replace Bearings,SKF 6310 Bearing,Priya,42,60225,High,Completed,Awaiting spare parts
WO-00399,BM001,Ball Mill,2023-08-09,Routine,Bearing Failure,Poor Lubrication,Replace Bearing & Flush Lubrication System,Spherical Roller Bearing 23264,Rahul,7,399266,Critical,Pending,Job closed as per standard checklist
WO-00400,BC001,Belt Conveyor,2024-12-07,Routine,Belt Damage,Material Impact,Vulcanize Belt Joint,Conveyor Belt 1200mm,Kiran,30,275641,Medium,Deferred,Job closed as per standard checklist
WO-00401,VRM001,Vertical Roller Mill,2023-11-10,Predictive,Roller Wear,High Material Load,Replace Roller Tyre,Roller Tyre Assembly,Priya,5,349169,Critical,In Progress,Job closed as per standard checklist
WO-00402,JC001,Jaw Crusher,2023-04-03,Predictive,Flywheel Misalignment,Belt Wear,Replace V-Belts,V-Belt C-180,Ravi,32,96732,Medium,In Progress,Awaiting spare parts
WO-00403,VRM001,Vertical Roller Mill,2024-10-25,Predictive,Table Liner Wear,Abrasion,Replace Table Liner Segment,Liner Segment,Anil,18,200897,Medium,In Progress,Job closed as per standard checklist
WO-00404,ENG001,Cummins Engine,2024-03-31,Corrective,Alternator Fault,Diode Failure,Replace Alternator Diode,Diode Assembly,Mahesh,2,129797,Low,Completed,Job closed as per standard checklist
WO-00405,RK001,Rotary Kiln,2023-04-18,Predictive,Refractory Damage,Thermal Stress,Repair Refractory Lining (5 m²),High Alumina Bricks,Mahesh,34,457552,High,Deferred,Job closed as per standard checklist
WO-00406,ENG001,Cummins Engine,2024-03-07,Predictive,Oil Pressure Drop,Oil Pump Wear,Replace Oil Pump & Filter,Oil Filter LF9001,Mahesh,38,103251,High,Completed,Job closed as per standard checklist
WO-00407,JC001,Jaw Crusher,2023-02-07,Preventive,Flywheel Misalignment,Belt Wear,Replace V-Belts,V-Belt C-180,Ajay,40,310847,High,Pending,Job closed as per standard checklist
WO-00408,BC001,Belt Conveyor,2024-06-01,Predictive,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Priya,36,69317,Medium,Deferred,Job closed as per standard checklist
WO-00409,VRM001,Vertical Roller Mill,2023-06-29,Emergency,Separator Failure,Belt Slack,Replace Separator Belt,Separator Drive Belt,Suresh,23,195805,Medium,Deferred,Job closed as per standard checklist
WO-00410,AC001,Air Compressor,2023-01-13,Routine,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Mahesh,30,18047,Low,Completed,Job closed as per standard checklist
WO-00411,VRM001,Vertical Roller Mill,2023-09-21,Corrective,Hydraulic Pressure Drop,Hydraulic Leak,Repair Hydraulic System & Replace Hose,Hydraulic Hose 1/2 inch,Kiran,8,326184,Medium,Completed,Job closed as per standard checklist
WO-00412,AC001,Air Compressor,2023-02-06,Predictive,Pressure Loss,Valve Leakage,Replace Intake Valve,Intake Valve Kit,Mahesh,18,166158,Low,Deferred,Job closed as per standard checklist
WO-00413,RK001,Rotary Kiln,2024-07-02,Predictive,Refractory Damage,Thermal Stress,Repair Refractory Lining (5 m²),High Alumina Bricks,Suresh,36,363530,High,Deferred,Awaiting spare parts
WO-00414,BM001,Ball Mill,2023-07-08,Routine,Bearing Failure,Poor Lubrication,Replace Bearing & Flush Lubrication System,Spherical Roller Bearing 23264,Kiran,7,194553,High,In Progress,Job closed as per standard checklist
WO-00415,BF001,Bag Filter,2024-01-26,Preventive,Filter Blockage,Dust Accumulation,Clean Filter Bags (Set of 50),PPS Filter Bag,Ravi,2,270839,Low,Pending,Awaiting spare parts
WO-00416,AC001,Air Compressor,2023-01-30,Corrective,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Ajay,45,342239,Medium,Pending,Job closed as per standard checklist
WO-00417,ENG001,Cummins Engine,2024-08-20,Emergency,Fuel Leakage,Fuel Line Damage,Repair Fuel Line,Fuel Injector Pipe,Ravi,29,410114,Medium,Completed,Awaiting spare parts
WO-00418,BE001,Bucket Elevator,2023-05-27,Emergency,Chain Wear,Fatigue,Replace Chain (Dual Strand),Elevator Chain P=400,Anil,26,229048,Low,Pending,Job closed as per standard checklist
WO-00419,BF001,Bag Filter,2024-09-26,Preventive,Fan Failure,Bearing Fault,Replace Fan Bearings,SKF 22220 Bearing,Ajay,32,288270,Medium,Completed,Job closed as per standard checklist
WO-00420,AC001,Air Compressor,2023-01-18,Routine,Unloader Fault,Pressure Switch Failure,Replace Pressure Switch,Pressure Switch,Kiran,26,449679,Low,Pending,Job closed as per standard checklist
WO-00421,BC001,Belt Conveyor,2023-09-06,Routine,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Kiran,20,102682,High,In Progress,Job closed as per standard checklist
WO-00422,BF001,Bag Filter,2023-10-08,Predictive,Fan Failure,Bearing Fault,Replace Fan Bearings,SKF 22220 Bearing,Rahul,46,236241,High,In Progress,Job closed as per standard checklist
WO-00423,ENG001,Cummins Engine,2024-05-25,Predictive,Alternator Fault,Diode Failure,Replace Alternator Diode,Diode Assembly,Ravi,23,185879,Medium,In Progress,Job closed as per standard checklist
WO-00424,AC001,Air Compressor,2024-05-05,Routine,Temperature Rise,Cooling Problem,Clean Cooler & Replace Coolant,Coolant 20L,Mahesh,7,161183,Low,In Progress,Awaiting spare parts
WO-00425,ENG001,Cummins Engine,2024-06-09,Routine,Fuel Leakage,Fuel Line Damage,Repair Fuel Line,Fuel Injector Pipe,Ravi,38,271411,High,In Progress,Job closed as per standard checklist
WO-00426,VRM001,Vertical Roller Mill,2024-09-11,Emergency,Separator Failure,Belt Slack,Replace Separator Belt,Separator Drive Belt,Rahul,27,476811,Medium,Completed,Job closed as per standard checklist
WO-00427,VRM001,Vertical Roller Mill,2023-12-03,Routine,Table Liner Wear,Abrasion,Replace Table Liner Segment,Liner Segment,Kiran,40,102670,Critical,Deferred,Awaiting spare parts
WO-00428,JC001,Jaw Crusher,2023-04-11,Emergency,Flywheel Misalignment,Belt Wear,Replace V-Belts,V-Belt C-180,Ravi,45,313883,Medium,In Progress,Job closed as per standard checklist
WO-00429,JC001,Jaw Crusher,2024-04-13,Corrective,High Vibration,Loose Mounting,Tighten Foundation Bolts,—,Ajay,47,125110,Critical,In Progress,Job closed as per standard checklist
WO-00430,BC001,Belt Conveyor,2024-11-05,Routine,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Rahul,4,367885,High,Deferred,Job closed as per standard checklist
WO-00431,RK001,Rotary Kiln,2024-02-06,Emergency,Tyre Migration,Shell Deformation,Adjust Tyre Lubrication,Graphite Lubricant,Rahul,47,235005,Critical,In Progress,Awaiting spare parts
WO-00432,PU001,Centrifugal Pump,2023-05-14,Preventive,Vibration,Shaft Misalignment,Perform Laser Alignment,—,Rahul,16,407416,Low,In Progress,Job closed as per standard checklist
WO-00433,BC001,Belt Conveyor,2023-02-09,Predictive,Belt Damage,Material Impact,Vulcanize Belt Joint,Conveyor Belt 1200mm,Mahesh,26,81469,Low,Pending,Job closed as per standard checklist
WO-00434,ENG001,Cummins Engine,2024-03-09,Preventive,Battery Failure,Low Voltage,Replace Battery Bank,Battery 12V 200Ah,Rahul,12,287863,Medium,Completed,Job closed as per standard checklist
WO-00435,JC001,Jaw Crusher,2023-06-25,Routine,High Vibration,Loose Mounting,Tighten Foundation Bolts,—,Ravi,24,213465,Critical,Completed,Job closed as per standard checklist
WO-00436,RK001,Rotary Kiln,2023-03-18,Predictive,Refractory Damage,Thermal Stress,Repair Refractory Lining (5 m²),High Alumina Bricks,Rahul,44,205063,Medium,Completed,Job closed as per standard checklist
WO-00437,PU001,Centrifugal Pump,2023-03-07,Corrective,Vibration,Shaft Misalignment,Perform Laser Alignment,—,Priya,24,488502,Critical,In Progress,Awaiting spare parts
WO-00438,JC001,Jaw Crusher,2024-10-06,Routine,Motor Failure,Electrical Fault,Rewind Motor,Motor 75 kW,Rahul,8,297720,Low,Deferred,Job closed as per standard checklist
WO-00439,RK001,Rotary Kiln,2024-12-01,Preventive,Drive System Failure,Gear Wear,Inspect Drive & Replace Pinion,Kiln Pinion Gear,Ravi,40,452602,Medium,Pending,Job closed as per standard checklist
WO-00440,BM001,Ball Mill,2023-05-11,Predictive,Bearing Failure,Poor Lubrication,Replace Bearing & Flush Lubrication System,Spherical Roller Bearing 23264,Priya,1,39675,High,Deferred,Job closed as per standard checklist
WO-00441,BC001,Belt Conveyor,2023-01-26,Predictive,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Mahesh,47,158420,Critical,In Progress,Job closed as per standard checklist
WO-00442,VRM001,Vertical Roller Mill,2024-12-21,Emergency,Gearbox Noise,Gear Wear,Inspect & Replace Gear Oil,Gear Oil ISO VG 320,Priya,26,433522,High,Deferred,Job closed as per standard checklist
WO-00443,BC001,Belt Conveyor,2024-12-12,Preventive,Belt Misalignment,Roller Issue,Adjust Rollers & Training Idlers,Training Idler,Ajay,37,315255,Critical,Pending,Job closed as per standard checklist
WO-00444,BF001,Bag Filter,2024-10-30,Corrective,Pressure Drop,Filter Damage,Replace Damaged Filter Bags,Filter Bag 130x2450,Priya,46,21730,Critical,Completed,Job closed as per standard checklist
WO-00445,JC001,Jaw Crusher,2024-07-18,Corrective,Toggle Plate Breakage,Overload,Replace Toggle Plate,Toggle Plate,Ajay,38,98821,Low,Deferred,Job closed as per standard checklist
WO-00446,BE001,Bucket Elevator,2024-04-18,Routine,Sprocket Wear,Chain Misalignment,Replace Drive Sprocket,Sprocket Z=12,Rahul,36,158298,High,Deferred,Job closed as per standard checklist
WO-00447,PU001,Centrifugal Pump,2023-08-09,Preventive,Bearing Noise,Bearing Wear,Replace Bearings,SKF 6310 Bearing,Anil,35,279513,High,In Progress,Job closed as per standard checklist
WO-00448,AC001,Air Compressor,2023-01-30,Emergency,Temperature Rise,Cooling Problem,Clean Cooler & Replace Coolant,Coolant 20L,Kiran,3,121084,High,In Progress,Awaiting spare parts
WO-00449,JC001,Jaw Crusher,2024-08-16,Predictive,Motor Failure,Electrical Fault,Rewind Motor,Motor 75 kW,Anil,47,193838,High,Deferred,Job closed as per standard checklist
WO-00450,AC001,Air Compressor,2023-09-07,Corrective,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Ravi,40,472602,Low,Deferred,Job closed as per standard checklist
WO-00451,RK001,Rotary Kiln,2024-03-20,Emergency,Refractory Damage,Thermal Stress,Repair Refractory Lining (5 m²),High Alumina Bricks,Priya,37,235644,Medium,In Progress,Awaiting spare parts
WO-00452,RK001,Rotary Kiln,2024-05-11,Corrective,Support Roller Wear,Uneven Load,Regrind Support Roller,—,Kiran,10,90021,Critical,Deferred,Job closed as per standard checklist
WO-00453,RK001,Rotary Kiln,2023-08-15,Routine,Drive System Failure,Gear Wear,Inspect Drive & Replace Pinion,Kiln Pinion Gear,Kiran,28,179898,High,Completed,Job closed as per standard checklist
WO-00454,JC001,Jaw Crusher,2023-11-21,Corrective,High Vibration,Loose Mounting,Tighten Foundation Bolts,—,Ravi,40,115412,Medium,Pending,Job closed as per standard checklist
WO-00455,PU001,Centrifugal Pump,2024-11-14,Corrective,Cavitation,NPSH Issue,Adjust Suction Valve & Clean Strainer,Suction Strainer,Suresh,9,234475,Critical,Completed,Job closed as per standard checklist
WO-00456,BM001,Ball Mill,2023-05-18,Preventive,Shell Liner Damage,Material Erosion,Replace Affected Liner Plates,Lifter Liner Plates,Ajay,45,284105,Medium,Completed,Job closed as per standard checklist
WO-00457,ENG001,Cummins Engine,2023-09-16,Emergency,Oil Pressure Drop,Oil Pump Wear,Replace Oil Pump & Filter,Oil Filter LF9001,Suresh,20,448547,Critical,Completed,Job closed as per standard checklist
WO-00458,BF001,Bag Filter,2024-05-27,Routine,Filter Blockage,Dust Accumulation,Clean Filter Bags (Set of 50),PPS Filter Bag,Mahesh,3,409365,High,Completed,Job closed as per standard checklist
WO-00459,ENG001,Cummins Engine,2024-11-01,Corrective,Engine Overheating,Coolant Issue,Replace Coolant & Thermostat,Thermostat 71°C,Priya,46,315621,Medium,Completed,Job closed as per standard checklist
WO-00460,ENG001,Cummins Engine,2023-12-23,Emergency,Fuel Leakage,Fuel Line Damage,Repair Fuel Line,Fuel Injector Pipe,Suresh,30,66633,Critical,Completed,Job closed as per standard checklist
WO-00461,RK001,Rotary Kiln,2023-03-04,Predictive,Support Roller Wear,Uneven Load,Regrind Support Roller,—,Suresh,5,458939,Medium,Completed,Job closed as per standard checklist
WO-00462,BC001,Belt Conveyor,2023-01-20,Predictive,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Mahesh,43,120896,High,Pending,Job closed as per standard checklist
WO-00463,VRM001,Vertical Roller Mill,2024-05-16,Emergency,Separator Failure,Belt Slack,Replace Separator Belt,Separator Drive Belt,Priya,46,123209,Critical,Completed,Awaiting spare parts
WO-00464,VRM001,Vertical Roller Mill,2024-04-19,Corrective,Separator Failure,Belt Slack,Replace Separator Belt,Separator Drive Belt,Suresh,6,195067,Low,Completed,Job closed as per standard checklist
WO-00465,RK001,Rotary Kiln,2024-01-30,Emergency,Temperature Fluctuation,Burner Issue,Calibrate Burner & Adjust Flame,Burner Nozzle,Rahul,31,376563,Low,Pending,Job closed as per standard checklist
WO-00466,BC001,Belt Conveyor,2024-12-27,Preventive,Gearbox Leak,Seal Failure,Replace Gearbox Seal,Gearbox Oil Seal,Ravi,37,140191,Medium,Deferred,Job closed as per standard checklist
WO-00467,ENG001,Cummins Engine,2023-03-17,Emergency,Oil Pressure Drop,Oil Pump Wear,Replace Oil Pump & Filter,Oil Filter LF9001,Kiran,6,60254,High,Deferred,Awaiting spare parts
WO-00468,BE001,Bucket Elevator,2024-06-12,Predictive,Bucket Damage,Overloading,Replace Buckets (Set of 6),Polymer Bucket 8L,Kiran,36,148179,Critical,Pending,Job closed as per standard checklist
WO-00469,AC001,Air Compressor,2023-10-15,Preventive,Unloader Fault,Pressure Switch Failure,Replace Pressure Switch,Pressure Switch,Priya,30,79448,Critical,Completed,Job closed as per standard checklist
WO-00470,ENG001,Cummins Engine,2023-10-06,Routine,Engine Overheating,Coolant Issue,Replace Coolant & Thermostat,Thermostat 71°C,Ajay,22,141608,High,In Progress,Awaiting spare parts
WO-00471,RK001,Rotary Kiln,2023-12-17,Emergency,Drive System Failure,Gear Wear,Inspect Drive & Replace Pinion,Kiln Pinion Gear,Suresh,25,415604,Critical,Completed,Job closed as per standard checklist
WO-00472,BF001,Bag Filter,2023-02-21,Corrective,Fan Failure,Bearing Fault,Replace Fan Bearings,SKF 22220 Bearing,Priya,11,79343,Medium,Pending,Awaiting spare parts
WO-00473,BF001,Bag Filter,2023-06-16,Preventive,Solenoid Valve Fault,Coil Burnout,Replace Solenoid Valve,Solenoid Valve 1 inch,Anil,15,252004,Critical,Pending,Job closed as per standard checklist
WO-00474,BE001,Bucket Elevator,2023-12-31,Routine,Belt Slippage,Tension Loss,Adjust Take-up Weight,—,Mahesh,8,330584,High,In Progress,Job closed as per standard checklist
WO-00475,ENG001,Cummins Engine,2024-11-20,Preventive,Engine Overheating,Coolant Issue,Replace Coolant & Thermostat,Thermostat 71°C,Priya,15,373227,Medium,Pending,Job closed as per standard checklist
WO-00476,BM001,Ball Mill,2023-08-24,Corrective,Gearbox Oil Leak,Worn Seal,Replace Gearbox Seal & Top-up Oil,Oil Seal 200x240x15,Ajay,21,110051,High,Pending,Awaiting spare parts
WO-00477,BM001,Ball Mill,2023-09-04,Preventive,Motor Overheating,Cooling Fan Failure,Clean Cooling System & Replace Fan,Cooling Fan Assembly,Rahul,23,204365,Low,In Progress,Awaiting spare parts
WO-00478,VRM001,Vertical Roller Mill,2024-11-21,Preventive,Separator Failure,Belt Slack,Replace Separator Belt,Separator Drive Belt,Suresh,27,367671,Low,Completed,Job closed as per standard checklist
WO-00479,BF001,Bag Filter,2024-05-30,Preventive,Rotary Valve Jam,Material Build-up,Clean & Service Rotary Valve,—,Ajay,7,406833,High,Pending,Awaiting spare parts
WO-00480,BF001,Bag Filter,2023-02-11,Predictive,Rotary Valve Jam,Material Build-up,Clean & Service Rotary Valve,—,Ajay,30,279904,Low,Completed,Job closed as per standard checklist
WO-00481,BF001,Bag Filter,2024-05-13,Routine,Filter Blockage,Dust Accumulation,Clean Filter Bags (Set of 50),PPS Filter Bag,Rahul,34,490717,High,Completed,Awaiting spare parts
WO-00482,VRM001,Vertical Roller Mill,2024-02-07,Corrective,Table Liner Wear,Abrasion,Replace Table Liner Segment,Liner Segment,Priya,4,299387,Medium,Deferred,Job closed as per standard checklist
WO-00483,RK001,Rotary Kiln,2023-11-30,Routine,Tyre Migration,Shell Deformation,Adjust Tyre Lubrication,Graphite Lubricant,Ravi,37,407974,Medium,In Progress,Job closed as per standard checklist
WO-00484,BM001,Ball Mill,2024-06-26,Corrective,Shell Liner Damage,Material Erosion,Replace Affected Liner Plates,Lifter Liner Plates,Priya,2,270804,Critical,In Progress,Job closed as per standard checklist
WO-00485,RK001,Rotary Kiln,2024-06-03,Predictive,Temperature Fluctuation,Burner Issue,Calibrate Burner & Adjust Flame,Burner Nozzle,Mahesh,12,86178,Critical,Completed,Job closed as per standard checklist
WO-00486,BC001,Belt Conveyor,2024-06-17,Preventive,Belt Misalignment,Roller Issue,Adjust Rollers & Training Idlers,Training Idler,Kiran,47,374800,High,Deferred,Job closed as per standard checklist
WO-00487,PU001,Centrifugal Pump,2023-08-04,Corrective,Bearing Noise,Bearing Wear,Replace Bearings,SKF 6310 Bearing,Priya,33,205754,Critical,Pending,Job closed as per standard checklist
WO-00488,AC001,Air Compressor,2023-09-23,Preventive,Pressure Loss,Valve Leakage,Replace Intake Valve,Intake Valve Kit,Mahesh,2,235644,Medium,Completed,Awaiting spare parts
WO-00489,BF001,Bag Filter,2023-09-15,Corrective,Solenoid Valve Fault,Coil Burnout,Replace Solenoid Valve,Solenoid Valve 1 inch,Suresh,12,358661,Medium,Completed,Job closed as per standard checklist
WO-00490,BC001,Belt Conveyor,2023-12-17,Emergency,Belt Misalignment,Roller Issue,Adjust Rollers & Training Idlers,Training Idler,Ajay,3,282954,Critical,Deferred,Job closed as per standard checklist
WO-00491,ENG001,Cummins Engine,2023-06-24,Preventive,Battery Failure,Low Voltage,Replace Battery Bank,Battery 12V 200Ah,Suresh,6,374568,Medium,Pending,Awaiting spare parts
WO-00492,BE001,Bucket Elevator,2024-03-08,Routine,Belt Slippage,Tension Loss,Adjust Take-up Weight,—,Suresh,10,379842,High,In Progress,Job closed as per standard checklist
WO-00493,PU001,Centrifugal Pump,2024-11-14,Preventive,Vibration,Shaft Misalignment,Perform Laser Alignment,—,Suresh,12,301052,Medium,Pending,Job closed as per standard checklist
WO-00494,BM001,Ball Mill,2024-03-12,Routine,Bearing Failure,Poor Lubrication,Replace Bearing & Flush Lubrication System,Spherical Roller Bearing 23264,Mahesh,1,24899,Low,Completed,Job closed as per standard checklist
WO-00495,BM001,Ball Mill,2024-02-04,Predictive,Shell Liner Damage,Material Erosion,Replace Affected Liner Plates,Lifter Liner Plates,Anil,12,438371,Medium,Completed,Job closed as per standard checklist
WO-00496,AC001,Air Compressor,2024-04-07,Predictive,Pressure Loss,Valve Leakage,Replace Intake Valve,Intake Valve Kit,Anil,16,486490,Critical,Deferred,Job closed as per standard checklist
WO-00497,BM001,Ball Mill,2024-09-06,Predictive,Motor Overheating,Cooling Fan Failure,Clean Cooling System & Replace Fan,Cooling Fan Assembly,Ajay,22,258910,High,Deferred,Job closed as per standard checklist
WO-00498,BE001,Bucket Elevator,2023-02-07,Corrective,Chain Wear,Fatigue,Replace Chain (Dual Strand),Elevator Chain P=400,Kiran,28,439608,Medium,Completed,Job closed as per standard checklist
WO-00499,JC001,Jaw Crusher,2023-07-19,Preventive,Jaw Plate Wear,Abrasion,Replace Fixed & Swing Jaw Plates,Manganese Jaw Plate Set,Rahul,11,81145,Low,Deferred,Job closed as per standard checklist
WO-00500,BE001,Bucket Elevator,2023-03-04,Predictive,Sprocket Wear,Chain Misalignment,Replace Drive Sprocket,Sprocket Z=12,Ajay,19,71510,Low,Pending,Job closed as per standard checklist
